"total","correcto","exactitud","verdaderos_positivos","verdaderos_negativos","falsos_positivos","falsos_negativos","clases","recall_por_clase","precision_por_clase","especificidad_por_clase","macro_recall","macro_precision","macro_especificidad","macro_f_score_2","macro_f_score_1","macro_f_score_0.5","cantidad_k_subconjuntos","numero_arboles","numero_atributos","tiempo_de_ejecucion","timestamp","semilla"
310,249,0.8032258064516129,"[38, 70, 141]","[228, 182, 149]","[22, 28, 11]","[22, 30, 9]",[1. 2. 3.],"[0.6333333333333333, 0.7, 0.94]","[0.6333333333333333, 0.7142857142857143, 0.9276315789473685]","[0.912, 0.8666666666666667, 0.93125]",0.7577777777777778,0.7584168755221388,0.9033055555555555,0.7578815261044177,0.7580596249470423,0.7582648676090983,5,10,2,0.989670991897583,1718941550,5
310,249,0.8032258064516129,"[38, 70, 141]","[228, 182, 149]","[22, 28, 11]","[22, 30, 9]",[1. 2. 3.],"[0.6333333333333333, 0.7, 0.94]","[0.6333333333333333, 0.7142857142857143, 0.9276315789473685]","[0.912, 0.8666666666666667, 0.93125]",0.7577777777777778,0.7584168755221388,0.9033055555555555,0.7578815261044177,0.7580596249470423,0.7582648676090983,5,10,2,0.8745458126068115,1718941614,5
310,249,0.8032258064516129,"[38, 70, 141]","[228, 182, 149]","[22, 28, 11]","[22, 30, 9]",[1. 2. 3.],"[0.6333333333333333, 0.7, 0.94]","[0.6333333333333333, 0.7142857142857143, 0.9276315789473685]","[0.912, 0.8666666666666667, 0.93125]",0.7577777777777778,0.7584168755221388,0.9033055555555555,0.7578815261044177,0.7580596249470423,0.7582648676090983,5,10,2,1.117361068725586,1718942677,5
310,249,0.8032258064516129,"[38, 70, 141]","[228, 182, 149]","[22, 28, 11]","[22, 30, 9]",[1. 2. 3.],"[0.6333333333333333, 0.7, 0.94]","[0.6333333333333333, 0.7142857142857143, 0.9276315789473685]","[0.912, 0.8666666666666667, 0.93125]",0.7577777777777778,0.7584168755221388,0.9033055555555555,0.7578815261044177,0.7580596249470423,0.7582648676090983,5,10,2,1.2405750751495361,1718942768,5
310,249,0.8032258064516129,"[38, 70, 141]","[228, 182, 149]","[22, 28, 11]","[22, 30, 9]",[1. 2. 3.],"[0.6333333333333333, 0.7, 0.94]","[0.6333333333333333, 0.7142857142857143, 0.9276315789473685]","[0.912, 0.8666666666666667, 0.93125]",0.7577777777777778,0.7584168755221388,0.9033055555555555,0.7578815261044177,0.7580596249470423,0.7582648676090983,5,10,2,0.9371480941772461,1718949348,5
310,249,0.8032258064516129,"[38, 70, 141]","[228, 182, 149]","[22, 28, 11]","[22, 30, 9]",[1. 2. 3.],"[0.6333333333333333, 0.7, 0.94]","[0.6333333333333333, 0.7142857142857143, 0.9276315789473685]","[0.912, 0.8666666666666667, 0.93125]",0.7577777777777778,0.7584168755221388,0.9033055555555555,0.7578815261044177,0.7580596249470423,0.7582648676090983,5,10,2,0.9131128787994385,1718949485,5
310,249,0.8032258064516129,"[38, 70, 141]","[228, 182, 149]","[22, 28, 11]","[22, 30, 9]",[1. 2. 3.],"[0.6333333333333333, 0.7, 0.94]","[0.6333333333333333, 0.7142857142857143, 0.9276315789473685]","[0.912, 0.8666666666666667, 0.93125]",0.7577777777777778,0.7584168755221388,0.9033055555555555,0.7578815261044177,0.7580596249470423,0.7582648676090983,5,10,2,0.9963610172271729,1718949514,5
310,249,0.8032258064516129,"[38, 70, 141]","[228, 182, 149]","[22, 28, 11]","[22, 30, 9]",[1. 2. 3.],"[0.6333333333333333, 0.7, 0.94]","[0.6333333333333333, 0.7142857142857143, 0.9276315789473685]","[0.912, 0.8666666666666667, 0.93125]",0.7577777777777778,0.7584168755221388,0.9033055555555555,0.7578815261044177,0.7580596249470423,0.7582648676090983,5,10,2,1.0057530403137207,1718949543,5
310,249,0.8032258064516129,"[38, 70, 141]","[228, 182, 149]","[22, 28, 11]","[22, 30, 9]",[1. 2. 3.],"[0.6333333333333333, 0.7, 0.94]","[0.6333333333333333, 0.7142857142857143, 0.9276315789473685]","[0.912, 0.8666666666666667, 0.93125]",0.7577777777777778,0.7584168755221388,0.9033055555555555,0.7578815261044177,0.7580596249470423,0.7582648676090983,5,10,2,1.0150480270385742,1718949602,5
310,249,0.8032258064516129,"[38, 70, 141]","[228, 182, 149]","[22, 28, 11]","[22, 30, 9]",[1. 2. 3.],"[0.6333333333333333, 0.7, 0.94]","[0.6333333333333333, 0.7142857142857143, 0.9276315789473685]","[0.912, 0.8666666666666667, 0.93125]",0.7577777777777778,0.7584168755221388,0.9033055555555555,0.7578815261044177,0.7580596249470423,0.7582648676090983,5,10,2,0.9564480781555176,1718949713,5
310,249,0.8032258064516129,"[38, 70, 141]","[228, 182, 149]","[22, 28, 11]","[22, 30, 9]",[1. 2. 3.],"[0.6333333333333333, 0.7, 0.94]","[0.6333333333333333, 0.7142857142857143, 0.9276315789473685]","[0.912, 0.8666666666666667, 0.93125]",0.7577777777777778,0.7584168755221388,0.9033055555555555,0.7578815261044177,0.7580596249470423,0.7582648676090983,5,10,2,1.372898817062378,1718949734,5
310,249,0.8032258064516129,"[38, 70, 141]","[228, 182, 149]","[22, 28, 11]","[22, 30, 9]",[1. 2. 3.],"[0.6333333333333333, 0.7, 0.94]","[0.6333333333333333, 0.7142857142857143, 0.9276315789473685]","[0.912, 0.8666666666666667, 0.93125]",0.7577777777777778,0.7584168755221388,0.9033055555555555,0.7578815261044177,0.7580596249470423,0.7582648676090983,5,10,2,1.262341022491455,1718950004,5
310,249,0.8032258064516129,"[38, 70, 141]","[228, 182, 149]","[22, 28, 11]","[22, 30, 9]",[1. 2. 3.],"[0.6333333333333333, 0.7, 0.94]","[0.6333333333333333, 0.7142857142857143, 0.9276315789473685]","[0.912, 0.8666666666666667, 0.93125]",0.7577777777777778,0.7584168755221388,0.9033055555555555,0.7578815261044177,0.7580596249470423,0.7582648676090983,5,10,2,1.2440650463104248,1718951616,5
310,249,0.8032258064516129,"[38, 70, 141]","[228, 182, 149]","[22, 28, 11]","[22, 30, 9]",[1. 2. 3.],"[0.6333333333333333, 0.7, 0.94]","[0.6333333333333333, 0.7142857142857143, 0.9276315789473685]","[0.912, 0.8666666666666667, 0.93125]",0.7577777777777778,0.7584168755221388,0.9033055555555555,0.7578815261044177,0.7580596249470423,0.7582648676090983,5,10,2,1.2098979949951172,1718951993,5
310,249,0.8032258064516129,"[38, 70, 141]","[228, 182, 149]","[22, 28, 11]","[22, 30, 9]",[1. 2. 3.],"[0.6333333333333333, 0.7, 0.94]","[0.6333333333333333, 0.7142857142857143, 0.9276315789473685]","[0.912, 0.8666666666666667, 0.93125]",0.7577777777777778,0.7584168755221388,0.9033055555555555,0.7578815261044177,0.7580596249470423,0.7582648676090983,5,10,2,1.1317620277404785,1718952553,5
